# depth maps
# file: 'rgbd_dataset_freiburg1_desk.bag'
# timestamp filename
1305031453.374112 depth/1305031453.374112.png
1305031453.404816 depth/1305031453.404816.png
1305031453.436941 depth/1305031453.436941.png
1305031453.473352 depth/1305031453.473352.png
1305031453.505218 depth/1305031453.505218.png
1305031453.538301 depth/1305031453.538301.png
1305031453.574074 depth/1305031453.574074.png
1305031453.605314 depth/1305031453.605314.png
1305031453.636951 depth/1305031453.636951.png
1305031453.673185 depth/1305031453.673185.png
1305031453.705487 depth/1305031453.705487.png
1305031453.736856 depth/1305031453.736856.png
1305031453.773786 depth/1305031453.773786.png
1305031453.805041 depth/1305031453.805041.png
1305031453.840352 depth/1305031453.840352.png
1305031453.869618 depth/1305031453.869618.png
1305031453.905519 depth/1305031453.905519.png
1305031453.940012 depth/1305031453.940012.png
1305031453.972592 depth/1305031453.972592.png
1305031454.003179 depth/1305031454.003179.png
1305031454.040976 depth/1305031454.040976.png
1305031454.072690 depth/1305031454.072690.png
1305031454.104619 depth/1305031454.104619.png
1305031454.141030 depth/1305031454.141030.png
1305031454.172688 depth/1305031454.172688.png
1305031454.204626 depth/1305031454.204626.png
1305031454.240858 depth/1305031454.240858.png
1305031454.273489 depth/1305031454.273489.png
1305031454.304744 depth/1305031454.304744.png
1305031454.340806 depth/1305031454.340806.png
1305031454.372652 depth/1305031454.372652.png
1305031454.401962 depth/1305031454.401962.png
1305031454.437248 depth/1305031454.437248.png
1305031454.470741 depth/1305031454.470741.png
1305031454.503859 depth/1305031454.503859.png
1305031454.538424 depth/1305031454.538424.png
1305031454.570323 depth/1305031454.570323.png
1305031454.602019 depth/1305031454.602019.png
1305031454.639284 depth/1305031454.639284.png
1305031454.669573 depth/1305031454.669573.png
1305031454.702030 depth/1305031454.702030.png
1305031454.740764 depth/1305031454.740764.png
1305031454.772865 depth/1305031454.772865.png
1305031454.802574 depth/1305031454.802574.png
1305031454.840500 depth/1305031454.840500.png
1305031454.870269 depth/1305031454.870269.png
1305031454.901065 depth/1305031454.901065.png
1305031454.940240 depth/1305031454.940240.png
1305031454.973081 depth/1305031454.973081.png
1305031455.010759 depth/1305031455.010759.png
1305031455.040446 depth/1305031455.040446.png
1305031455.074282 depth/1305031455.074282.png
1305031455.110340 depth/1305031455.110340.png
1305031455.142700 depth/1305031455.142700.png
1305031455.172771 depth/1305031455.172771.png
1305031455.210307 depth/1305031455.210307.png
1305031455.240960 depth/1305031455.240960.png
1305031455.273001 depth/1305031455.273001.png
1305031455.310303 depth/1305031455.310303.png
1305031455.342381 depth/1305031455.342381.png
1305031455.374120 depth/1305031455.374120.png
1305031455.409213 depth/1305031455.409213.png
1305031455.442380 depth/1305031455.442380.png
1305031455.473168 depth/1305031455.473168.png
1305031455.509397 depth/1305031455.509397.png
1305031455.540835 depth/1305031455.540835.png
1305031455.572996 depth/1305031455.572996.png
1305031455.608802 depth/1305031455.608802.png
1305031455.641333 depth/1305031455.641333.png
1305031455.672887 depth/1305031455.672887.png
1305031455.707680 depth/1305031455.707680.png
1305031455.742005 depth/1305031455.742005.png
1305031455.773667 depth/1305031455.773667.png
1305031455.809109 depth/1305031455.809109.png
1305031455.838364 depth/1305031455.838364.png
1305031455.872220 depth/1305031455.872220.png
1305031455.908418 depth/1305031455.908418.png
1305031455.939606 depth/1305031455.939606.png
1305031455.973594 depth/1305031455.973594.png
1305031456.008998 depth/1305031456.008998.png
1305031456.041930 depth/1305031456.041930.png
1305031456.073846 depth/1305031456.073846.png
1305031456.108963 depth/1305031456.108963.png
1305031456.140836 depth/1305031456.140836.png
1305031456.173198 depth/1305031456.173198.png
1305031456.208934 depth/1305031456.208934.png
1305031456.240996 depth/1305031456.240996.png
1305031456.277928 depth/1305031456.277928.png
1305031456.310040 depth/1305031456.310040.png
1305031456.341659 depth/1305031456.341659.png
1305031456.377115 depth/1305031456.377115.png
1305031456.409172 depth/1305031456.409172.png
1305031456.440717 depth/1305031456.440717.png
1305031456.476027 depth/1305031456.476027.png
1305031456.508911 depth/1305031456.508911.png
1305031456.541832 depth/1305031456.541832.png
1305031456.576087 depth/1305031456.576087.png
1305031456.607930 depth/1305031456.607930.png
1305031456.640699 depth/1305031456.640699.png
1305031456.675835 depth/1305031456.675835.png
1305031456.709099 depth/1305031456.709099.png
1305031456.740863 depth/1305031456.740863.png
1305031456.777218 depth/1305031456.777218.png
1305031456.808986 depth/1305031456.808986.png
1305031456.841050 depth/1305031456.841050.png
1305031456.878006 depth/1305031456.878006.png
1305031456.909883 depth/1305031456.909883.png
1305031456.942298 depth/1305031456.942298.png
1305031456.977139 depth/1305031456.977139.png
1305031457.006193 depth/1305031457.006193.png
1305031457.042512 depth/1305031457.042512.png
1305031457.076011 depth/1305031457.076011.png
1305031457.108053 depth/1305031457.108053.png
1305031457.142120 depth/1305031457.142120.png
1305031457.177463 depth/1305031457.177463.png
1305031457.209336 depth/1305031457.209336.png
1305031457.240792 depth/1305031457.240792.png
1305031457.277247 depth/1305031457.277247.png
1305031457.309693 depth/1305031457.309693.png
1305031457.342954 depth/1305031457.342954.png
1305031457.376037 depth/1305031457.376037.png
1305031457.407980 depth/1305031457.407980.png
1305031457.441357 depth/1305031457.441357.png
1305031457.476577 depth/1305031457.476577.png
1305031457.508603 depth/1305031457.508603.png
1305031457.543946 depth/1305031457.543946.png
1305031457.576581 depth/1305031457.576581.png
1305031457.607246 depth/1305031457.607246.png
1305031457.643534 depth/1305031457.643534.png
1305031457.675414 depth/1305031457.675414.png
1305031457.707739 depth/1305031457.707739.png
1305031457.745071 depth/1305031457.745071.png
1305031457.773518 depth/1305031457.773518.png
1305031457.807824 depth/1305031457.807824.png
1305031457.842853 depth/1305031457.842853.png
1305031457.875920 depth/1305031457.875920.png
1305031457.906126 depth/1305031457.906126.png
1305031457.942604 depth/1305031457.942604.png
1305031457.976744 depth/1305031457.976744.png
1305031458.009019 depth/1305031458.009019.png
1305031458.046303 depth/1305031458.046303.png
1305031458.077315 depth/1305031458.077315.png
1305031458.108896 depth/1305031458.108896.png
1305031458.144808 depth/1305031458.144808.png
1305031458.178039 depth/1305031458.178039.png
1305031458.209384 depth/1305031458.209384.png
1305031458.245729 depth/1305031458.245729.png
1305031458.277447 depth/1305031458.277447.png
1305031458.308343 depth/1305031458.308343.png
1305031458.343898 depth/1305031458.343898.png
1305031458.376213 depth/1305031458.376213.png
1305031458.407856 depth/1305031458.407856.png
1305031458.443957 depth/1305031458.443957.png
1305031458.476034 depth/1305031458.476034.png
1305031458.508869 depth/1305031458.508869.png
1305031458.544401 depth/1305031458.544401.png
1305031458.576178 depth/1305031458.576178.png
1305031458.608421 depth/1305031458.608421.png
1305031458.643659 depth/1305031458.643659.png
1305031458.676991 depth/1305031458.676991.png
1305031458.707780 depth/1305031458.707780.png
1305031458.744924 depth/1305031458.744924.png
1305031458.773802 depth/1305031458.773802.png
1305031458.810621 depth/1305031458.810621.png
1305031458.842919 depth/1305031458.842919.png
1305031458.875889 depth/1305031458.875889.png
1305031458.910599 depth/1305031458.910599.png
1305031458.943997 depth/1305031458.943997.png
1305031458.976007 depth/1305031458.976007.png
1305031459.012560 depth/1305031459.012560.png
1305031459.044413 depth/1305031459.044413.png
1305031459.073657 depth/1305031459.073657.png
1305031459.112711 depth/1305031459.112711.png
1305031459.144497 depth/1305031459.144497.png
1305031459.176463 depth/1305031459.176463.png
1305031459.208791 depth/1305031459.208791.png
1305031459.244159 depth/1305031459.244159.png
1305031459.274941 depth/1305031459.274941.png
1305031459.311921 depth/1305031459.311921.png
1305031459.344169 depth/1305031459.344169.png
1305031459.374084 depth/1305031459.374084.png
1305031459.408831 depth/1305031459.408831.png
1305031459.443181 depth/1305031459.443181.png
1305031459.473401 depth/1305031459.473401.png
1305031459.510267 depth/1305031459.510267.png
1305031459.544431 depth/1305031459.544431.png
1305031459.576817 depth/1305031459.576817.png
1305031459.611939 depth/1305031459.611939.png
1305031459.643453 depth/1305031459.643453.png
1305031459.675678 depth/1305031459.675678.png
1305031459.711531 depth/1305031459.711531.png
1305031459.743425 depth/1305031459.743425.png
1305031459.776577 depth/1305031459.776577.png
1305031459.812562 depth/1305031459.812562.png
1305031459.844736 depth/1305031459.844736.png
1305031459.877006 depth/1305031459.877006.png
1305031459.911472 depth/1305031459.911472.png
1305031459.943616 depth/1305031459.943616.png
1305031459.979430 depth/1305031459.979430.png
1305031460.011909 depth/1305031460.011909.png
1305031460.043717 depth/1305031460.043717.png
